0,classification.SUPRAPESSOAL,6.0
1,classification.SUPRAPESSOAL,6.0
2,classification.SUPRAPESSOAL,6.0
3,classification.SUPRAPESSOAL,6.0
4,classification.SUPRAPESSOAL,6.0
5,classification.SUPRAPESSOAL,6.0
6,classification.SUPRAPESSOAL,6.0
7,classification.SUPRAPESSOAL,6.0
8,classification.SUPRAPESSOAL,6.0
9,classification.SUPRAPESSOAL,6.0
10,classification.SUPRAPESSOAL,6.0
11,classification.SUPRAPESSOAL,6.0
12,classification.SUPRAPESSOAL,6.0
13,classification.SUPRAPESSOAL,6.0
14,classification.SUPRAPESSOAL,6.0
15,classification.SUPRAPESSOAL,6.0
16,classification.SUPRAPESSOAL,6.0
17,classification.SUPRAPESSOAL,6.0
18,classification.SUPRAPESSOAL,6.0
19,classification.SUPRAPESSOAL,6.0
20,classification.SUPRAPESSOAL,6.0
21,classification.SUPRAPESSOAL,6.0
22,classification.SUPRAPESSOAL,6.0
23,classification.INTERATIVA,7.0
24,classification.INTERATIVA,7.0
25,classification.INTERATIVA,7.0
26,classification.INTERATIVA,7.0
27,classification.INTERATIVA,7.0
28,classification.INTERATIVA,7.0
29,classification.INTERATIVA,7.0
30,classification.EXPERIMENTACAO,6.33
31,classification.REALIZACAO,6.33
32,classification.REALIZACAO,6.33
33,classification.REALIZACAO,6.33
34,classification.REALIZACAO,6.33
35,classification.REALIZACAO,6.33
36,classification.REALIZACAO,6.33
37,classification.REALIZACAO,6.33
38,classification.REALIZACAO,6.33
39,classification.REALIZACAO,6.33
40,classification.REALIZACAO,6.33
41,classification.REALIZACAO,6.33
42,classification.REALIZACAO,6.33
43,classification.EXISTENCIA,6.33
44,classification.EXISTENCIA,6.33
45,classification.EXISTENCIA,6.33
46,classification.EXISTENCIA,6.33
47,classification.EXISTENCIA,6.33
48,classification.EXISTENCIA,6.33
49,classification.EXISTENCIA,6.33
50,classification.EXISTENCIA,6.33
51,classification.EXISTENCIA,6.33
52,classification.EXISTENCIA,6.33
53,classification.EXISTENCIA,6.33
54,classification.EXISTENCIA,6.33
55,classification.EXISTENCIA,6.33
56,classification.EXISTENCIA,6.33
57,classification.EXISTENCIA,6.33
58,classification.EXISTENCIA,6.33
59,classification.EXISTENCIA,6.33
60,classification.EXISTENCIA,6.33
61,classification.EXISTENCIA,6.33
62,classification.EXISTENCIA,6.33
63,classification.EXISTENCIA,6.33
64,classification.EXISTENCIA,6.33
65,classification.EXISTENCIA,6.33
66,classification.EXISTENCIA,6.33
67,classification.EXISTENCIA,6.33
68,classification.EXISTENCIA,6.33
69,classification.EXISTENCIA,6.33
70,classification.SUPRAPESSOAL,6.67
71,classification.SUPRAPESSOAL,6.67
72,classification.SUPRAPESSOAL,6.67
73,classification.SUPRAPESSOAL,6.67
74,classification.SUPRAPESSOAL,6.67
75,classification.SUPRAPESSOAL,6.67
76,classification.SUPRAPESSOAL,6.67
77,classification.SUPRAPESSOAL,6.67
78,classification.SUPRAPESSOAL,6.67
79,classification.SUPRAPESSOAL,6.67
80,classification.SUPRAPESSOAL,6.67
81,classification.SUPRAPESSOAL,6.67
82,classification.SUPRAPESSOAL,6.67
83,classification.SUPRAPESSOAL,6.67
84,classification.SUPRAPESSOAL,6.67
85,classification.SUPRAPESSOAL,6.67
86,classification.SUPRAPESSOAL,6.67
87,classification.SUPRAPESSOAL,6.67
88,classification.SUPRAPESSOAL,6.67
89,classification.SUPRAPESSOAL,6.67
90,classification.SUPRAPESSOAL,6.67
91,classification.SUPRAPESSOAL,6.67
92,classification.SUPRAPESSOAL,6.67
93,classification.SUPRAPESSOAL,6.67
94,classification.SUPRAPESSOAL,6.67
95,classification.SUPRAPESSOAL,6.67
96,classification.SUPRAPESSOAL,6.67
97,classification.SUPRAPESSOAL,6.67
98,classification.SUPRAPESSOAL,6.67
99,classification.SUPRAPESSOAL,6.67
100,classification.SUPRAPESSOAL,6.67
101,classification.SUPRAPESSOAL,7.0
102,classification.SUPRAPESSOAL,7.0
103,classification.SUPRAPESSOAL,7.0
104,classification.SUPRAPESSOAL,7.0
105,classification.SUPRAPESSOAL,7.0
106,classification.SUPRAPESSOAL,7.0
107,classification.SUPRAPESSOAL,7.0
108,classification.SUPRAPESSOAL,7.0
109,classification.SUPRAPESSOAL,7.0
110,classification.SUPRAPESSOAL,7.0
111,classification.SUPRAPESSOAL,7.0
112,classification.SUPRAPESSOAL,7.0
113,classification.SUPRAPESSOAL,7.0
114,classification.SUPRAPESSOAL,7.0
115,classification.SUPRAPESSOAL,7.0
116,classification.SUPRAPESSOAL,7.0
117,classification.SUPRAPESSOAL,7.0
118,classification.SUPRAPESSOAL,7.0
119,classification.SUPRAPESSOAL,7.0
120,classification.SUPRAPESSOAL,7.0
121,classification.SUPRAPESSOAL,7.0
122,classification.SUPRAPESSOAL,7.0
123,classification.SUPRAPESSOAL,7.0
124,classification.NORMATIVA,6.33
125,classification.NORMATIVA,6.33
126,classification.NORMATIVA,6.33
127,classification.SUPRAPESSOAL,5.33
128,classification.SUPRAPESSOAL,5.33
129,classification.SUPRAPESSOAL,5.33
130,classification.SUPRAPESSOAL,5.33
131,classification.EXISTENCIA,5.33
132,classification.EXISTENCIA,5.67
133,classification.EXISTENCIA,5.67
134,classification.EXISTENCIA,5.67
135,classification.EXISTENCIA,5.67
136,classification.EXISTENCIA,5.67
137,classification.EXISTENCIA,5.67
138,classification.EXISTENCIA,5.67
139,classification.EXISTENCIA,5.67
140,classification.EXISTENCIA,5.67
141,classification.EXISTENCIA,5.67
142,classification.EXISTENCIA,5.67
143,classification.EXISTENCIA,5.67
144,classification.EXISTENCIA,5.67
145,classification.EXISTENCIA,5.67
146,classification.EXISTENCIA,5.67
147,classification.EXISTENCIA,5.67
148,classification.EXISTENCIA,5.67
149,classification.EXISTENCIA,5.67
150,classification.EXISTENCIA,5.67
151,classification.EXISTENCIA,5.67
152,classification.EXPERIMENTACAO,7.0
153,classification.EXPERIMENTACAO,7.0
154,classification.EXPERIMENTACAO,7.0
155,classification.EXPERIMENTACAO,7.0
156,classification.EXPERIMENTACAO,7.0
157,classification.EXPERIMENTACAO,7.0
158,classification.EXPERIMENTACAO,7.0
159,classification.EXPERIMENTACAO,7.0
160,classification.EXPERIMENTACAO,7.0
161,classification.EXPERIMENTACAO,7.0
162,classification.EXPERIMENTACAO,7.0
163,classification.EXPERIMENTACAO,7.0
164,classification.EXPERIMENTACAO,7.0
165,classification.EXPERIMENTACAO,7.0
166,classification.EXPERIMENTACAO,7.0
167,classification.EXPERIMENTACAO,7.0
168,classification.EXPERIMENTACAO,7.0
169,classification.SUPRAPESSOAL,6.0
170,classification.REALIZACAO,6.0
171,classification.REALIZACAO,6.0
172,classification.REALIZACAO,6.0
173,classification.REALIZACAO,6.0
174,classification.REALIZACAO,6.0
175,classification.REALIZACAO,6.0
176,classification.REALIZACAO,6.0
177,classification.REALIZACAO,6.0
178,classification.REALIZACAO,6.0
179,classification.REALIZACAO,6.0
180,classification.REALIZACAO,6.0
181,classification.REALIZACAO,6.0
182,classification.REALIZACAO,6.0
183,classification.REALIZACAO,6.0
184,classification.EXISTENCIA,6.33
185,classification.EXISTENCIA,6.33
186,classification.EXISTENCIA,6.33
187,classification.EXISTENCIA,6.33
188,classification.EXISTENCIA,6.33
189,classification.EXISTENCIA,6.33
190,classification.EXISTENCIA,6.33
191,classification.EXISTENCIA,6.33
192,classification.EXISTENCIA,6.33
193,classification.EXISTENCIA,6.33
194,classification.EXISTENCIA,6.33
195,classification.EXISTENCIA,6.33
196,classification.EXISTENCIA,6.33
197,classification.EXISTENCIA,6.33
198,classification.EXISTENCIA,6.33
199,classification.EXISTENCIA,6.33
200,classification.EXISTENCIA,6.33
201,classification.EXISTENCIA,6.33
202,classification.EXISTENCIA,6.33
203,classification.EXISTENCIA,6.33
204,classification.EXISTENCIA,6.33
205,classification.EXISTENCIA,6.33
206,classification.EXISTENCIA,6.33
207,classification.EXISTENCIA,6.33
208,classification.EXISTENCIA,6.33
209,classification.EXISTENCIA,6.33
210,classification.EXISTENCIA,6.33
211,classification.INTERATIVA,5.67
212,classification.EXISTENCIA,6.67
213,classification.EXISTENCIA,6.67
214,classification.EXISTENCIA,6.67
215,classification.SUPRAPESSOAL,6.33
216,classification.SUPRAPESSOAL,6.33
217,classification.SUPRAPESSOAL,6.33
218,classification.SUPRAPESSOAL,6.33
219,classification.SUPRAPESSOAL,6.33
220,classification.SUPRAPESSOAL,6.33
221,classification.SUPRAPESSOAL,6.33
222,classification.SUPRAPESSOAL,6.33
223,classification.SUPRAPESSOAL,6.33
224,classification.SUPRAPESSOAL,6.33
225,classification.SUPRAPESSOAL,6.33
226,classification.SUPRAPESSOAL,6.33
227,classification.SUPRAPESSOAL,6.33
228,classification.SUPRAPESSOAL,6.33
229,classification.SUPRAPESSOAL,6.33
230,classification.SUPRAPESSOAL,6.33
231,classification.SUPRAPESSOAL,6.33
232,classification.SUPRAPESSOAL,6.33
233,classification.SUPRAPESSOAL,6.33
234,classification.SUPRAPESSOAL,6.33
235,classification.SUPRAPESSOAL,6.33
